instance,domain,heuristic,plan_length,plan_cost,states_expanded,states_reopened,states_evaluated,evaluations,states_generated,dead_ends,states_expanded_ulj,states_reopened_ulj,states_evaluated_ulj,states_generated_ulj,registered_states,hash_set_load_factor,hash_set_resizes,search_time,total_time,peak_memory
depot - p01.pddl,depot,cg,11,11,69,2,158,158,422,0,60,2,138,372,158,0.617188,8,0.004406,0.0121782,57296
depot - p02.pddl,depot,add,16,16,19,0,108,108,138,0,0,0,1,0,108,0.84375,7,0.0028776,0.0111267,56268
depot - p02.pddl,depot,cg,15,15,67,0,281,281,491,0,32,0,111,224,281,0.548828,9,0.00907,0.0250703,69844
depot - p03.pddl,depot,add,32,32,127,0,630,630,1059,0,4,0,21,28,630,0.615234,10,0.0308168,0.0406722,56524
depot - p03.pddl,depot,cg,29,29,3771,36,12933,12933,32507,0,1454,6,5307,12476,12933,0.789368,14,0.275732,0.294706,70128
depot - p04.pddl,depot,add,40,40,17647,2709,42320,42320,153237,0,16296,2687,37576,141586,42320,0.645752,16,2.32125,2.34526,58684
depot - p04.pddl,depot,cg,31,31,19940,738,46740,46740,170967,0,12914,384,30068,110506,46740,0.713196,16,1.61334,1.66905,78884
depot - p05.pddl,depot,add,58,58,4976,747,18104,18104,45890,0,7,0,30,49,18104,0.55249,15,1.43785,1.45574,58040
depot - p05.pddl,depot,cg,51,51,590783,111039,1431451,1431451,5427598,0,590597,111025,1430900,5426078,1431451,0.682569,21,57.5805,57.6223,130040
depot - p06.pddl,depot,add,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
depot - p06.pddl,depot,cg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
depot - p07.pddl,depot,add,22,22,3108,312,9221,9221,27601,0,162,2,717,1389,9221,0.562805,14,0.272658,0.283542,56960
depot - p07.pddl,depot,cg,21,21,1948,116,6426,6426,18267,0,1877,116,6150,17604,6426,0.784424,13,0.142881,0.162806,71100
depot - p08.pddl,depot,add,36,36,40295,2755,217664,217664,471149,0,4832,843,21232,52188,217664,0.830322,18,12.8008,12.8216,66740
depot - p08.pddl,depot,cg,34,34,160074,5142,788048,788048,1785135,0,159851,5142,787119,1782635,788048,0.751541,20,29.075,29.097,97280
depot - p09.pddl,depot,add,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
depot - p09.pddl,depot,cg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
depot - p10.pddl,depot,add,25,25,2747,0,16085,16085,41787,0,0,0,1,0,16085,0.490875,15,0.745085,0.760859,57716
depot - p10.pddl,depot,cg,24,24,49848,428,189500,189500,772028,0,49676,428,188762,769381,189500,0.722885,18,6.04106,6.06399,74788
depot - p11.pddl,depot,add,61,61,37128,6223,141459,141459,573620,0,10,0,84,140,141459,0.539623,18,15.4965,15.5277,65624
depot - p11.pddl,depot,cg,48,48,1108122,92702,4204392,4204392,18157021,0,581015,41745,2122322,9412555,4204392,0.501203,23,281.156,281.2,302668
depot - p12.pddl,depot,add,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
depot - p12.pddl,depot,cg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
depot - p13.pddl,depot,add,25,25,61,0,689,689,949,0,0,0,1,0,689,0.672852,10,0.0569465,0.0759255,57152
depot - p13.pddl,depot,cg,25,25,32856,45,111153,111153,537520,0,27554,37,95409,446629,111153,0.84803,17,3.61746,3.63977,65916
depot - p14.pddl,depot,add,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
depot - p14.pddl,depot,cg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
rovers - p01.pddl,rovers,add,10,10,13,0,49,49,75,0,4,0,22,26,49,0.765625,6,0.0030038,0.008498,56124
rovers - p01.pddl,rovers,cg,10,10,32,0,93,93,195,0,28,0,86,174,93,0.726562,7,0.0039933,0.0089864,56124
rovers - p02.pddl,rovers,add,8,8,10,0,52,52,74,0,4,0,26,32,52,0.8125,6,0.0006656,0.00842,56124
rovers - p02.pddl,rovers,cg,8,8,24,0,120,120,188,0,20,0,106,160,120,0.9375,7,0.0020072,0.0099998,56124
rovers - p03.pddl,rovers,add,12,12,47,0,193,193,274,0,7,0,30,33,193,0.753906,8,0.0030161,0.0080093,56124
rovers - p03.pddl,rovers,cg,12,12,47,0,193,193,274,0,7,0,30,33,193,0.753906,8,0.0080127,0.0100118,56124
rovers - p04.pddl,rovers,add,8,8,9,0,50,50,63,0,0,0,1,0,50,0.78125,6,0.0009071,0.0088128,56124
rovers - p04.pddl,rovers,cg,8,8,9,0,50,50,63,0,0,0,1,0,50,0.78125,6,0.0020023,0.0049998,56124
rovers - p05.pddl,rovers,add,22,22,17853,0,103322,103322,319098,0,17848,0,103288,319027,103322,0.788284,17,0.526195,0.531207,59856
rovers - p05.pddl,rovers,cg,22,22,74066,0,336633,336633,1353666,0,74058,0,336604,1353552,336633,0.642076,19,1.09821,1.10177,69248
rovers - p06.pddl,rovers,add,37,37,1617733,7265,7682850,7682850,28841419,0,1617724,7265,7682805,28841277,7682850,0.457934,24,82.6708,82.676,463024
rovers - p06.pddl,rovers,cg,36,36,2612962,9581,11108134,11108134,46850519,0,2612955,9581,11108114,46850424,11108134,0.662096,24,75.1712,75.1802,531932
rovers - p07.pddl,rovers,add,18,18,5002,0,43375,43375,78372,0,4992,0,43298,78228,43375,0.66185,16,0.342785,0.347598,57884
rovers - p07.pddl,rovers,cg,18,18,12414,0,95838,95838,195583,0,12403,0,95776,195440,95838,0.731186,17,0.344199,0.351796,60988
rovers - p08.pddl,rovers,add,26,26,220144,11,2380568,2380568,4927384,0,220136,11,2380498,4927248,2380568,0.567572,22,26.7093,26.7189,163656
rovers - p08.pddl,rovers,cg,26,26,772509,1071,7090762,7090762,16960181,0,772493,1071,7090639,16959863,7090762,0.422642,24,41.1462,41.1541,474152
rovers - p09.pddl,rovers,add,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
rovers - p09.pddl,rovers,cg,31,31,7641632,36488,49730524,49730524,161829564,0,0,0,1,0,49730524,0.741043,26,215.893,215.9,2135948
rovers - p10.pddl,rovers,add,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
rovers - p10.pddl,rovers,cg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
rovers - p11.pddl,rovers,add,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
rovers - p11.pddl,rovers,cg,32,32,3917496,1424,27321162,27321162,84335388,0,3905960,1424,27226087,84069684,27321162,0.407117,26,151.009,151.02,1652580
rovers - p12.pddl,rovers,add,19,19,2581,0,26726,26726,58494,0,0,0,1,0,26726,0.815613,15,0.174636,0.181753,57188
rovers - p12.pddl,rovers,cg,19,19,2581,0,26726,26726,58494,0,0,0,1,0,26726,0.815613,15,0.0975596,0.104501,59668
rovers - p13.pddl,rovers,add,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
rovers - p13.pddl,rovers,cg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
rovers - p14.pddl,rovers,add,28,28,32393,8,424228,424228,889745,0,32378,8,424080,889422,424228,0.809151,19,2.96053,2.96996,73632
rovers - p14.pddl,rovers,cg,28,28,22189,3,302853,302853,623030,0,0,0,1,0,302853,0.577646,19,1.06438,1.07439,77972
rovers - p15.pddl,rovers,add,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
rovers - p15.pddl,rovers,cg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
rovers - p16.pddl,rovers,add,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
rovers - p16.pddl,rovers,cg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
rovers - p17.pddl,rovers,add,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
rovers - p17.pddl,rovers,cg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
driverlog - p01.pddl,driverlog,add,8,8,10,0,60,60,69,0,0,0,1,0,60,0.9375,6,0,0.002635,56124
driverlog - p01.pddl,driverlog,cg,8,8,74,0,161,161,472,0,71,0,147,454,161,0.628906,8,0,0,56312
driverlog - p02.pddl,driverlog,add,19,19,693,92,2231,2231,5648,0,0,0,1,0,2231,0.544678,12,0.0088301,0.0088301,56272
driverlog - p02.pddl,driverlog,cg,19,19,3290,248,8512,8512,25648,0,3281,248,8494,25591,8512,0.519531,14,0.0199833,0.0226783,56524
driverlog - p03.pddl,driverlog,add,13,13,19,0,108,108,138,0,0,0,1,0,108,0.84375,7,0,0.0029843,56124
driverlog - p03.pddl,driverlog,cg,13,13,22,0,122,122,160,0,6,0,30,38,122,0.953125,7,0,0,56388
driverlog - p04.pddl,driverlog,add,16,16,185,0,1370,1370,2018,0,0,0,1,0,1370,0.668945,11,0.0100018,0.0131348,56256
driverlog - p04.pddl,driverlog,cg,16,16,319,20,1753,1753,3364,0,36,0,216,348,1753,0.855957,11,0.0100008,0.0100008,56260
driverlog - p05.pddl,driverlog,add,21,21,33,0,285,285,338,0,0,0,1,0,285,0.556641,9,0.0046752,0.0073797,56124
driverlog - p05.pddl,driverlog,cg,19,19,607,248,2683,2683,7731,0,3,0,29,30,2683,0.655029,12,0.0099934,0.0135422,58468
driverlog - p06.pddl,driverlog,add,13,13,295,0,2403,2403,3957,0,288,0,2353,3886,2403,0.58667,12,0.0155155,0.0155155,56256
driverlog - p06.pddl,driverlog,cg,11,11,1016,0,6179,6179,13503,0,771,0,4901,10536,6179,0.754272,13,0.0099543,0.0147027,59148
driverlog - p07.pddl,driverlog,add,14,14,30,0,324,324,384,0,0,0,1,0,324,0.632812,9,0,0,56256
driverlog - p07.pddl,driverlog,cg,14,14,1672,58,13434,13434,22555,0,144,0,1200,1872,13434,0.819946,14,0.0282154,0.0282154,61128
driverlog - p08.pddl,driverlog,add,22,22,297,27,2940,2940,4705,0,0,0,1,0,2940,0.717773,12,0.0199789,0.0199789,56256
driverlog - p08.pddl,driverlog,cg,22,22,82640,13026,457171,457171,1275554,0,12,0,140,162,457171,0.435992,20,1.13843,1.13843,86488
driverlog - p09.pddl,driverlog,add,25,25,54,0,431,431,580,0,0,0,1,0,431,0.841797,9,0,0.0024387,56256
driverlog - p09.pddl,driverlog,cg,22,22,2762,54,11365,11365,25696,0,2281,50,9599,21319,11365,0.693665,14,0.0299817,0.0339357,61584
driverlog - p10.pddl,driverlog,add,20,20,235,77,1439,1439,3084,0,0,0,1,0,1439,0.702637,11,0.0199719,0.0237189,56392
driverlog - p10.pddl,driverlog,cg,17,17,823,44,5271,5271,10162,0,48,0,288,496,5271,0.643433,13,0.0099974,0.0152039,70100
driverlog - p11.pddl,driverlog,add,22,22,63,0,604,604,835,0,0,0,1,0,604,0.589844,10,0.0072936,0.0072936,56388
driverlog - p11.pddl,driverlog,cg,22,22,2376,141,9975,9975,22818,0,277,10,1190,2593,9975,0.608826,14,0.0499974,0.0499974,56940
driverlog - p12.pddl,driverlog,add,36,36,44393,10065,291556,291556,802369,0,0,0,1,0,291556,0.556099,19,4.36993,4.37286,70096
driverlog - p12.pddl,driverlog,cg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
driverlog - p13.pddl,driverlog,add,27,27,70,1,821,821,1027,0,0,0,1,0,821,0.801758,10,0.0199761,0.0234057,56524
driverlog - p13.pddl,driverlog,cg,30,30,55269,23241,184544,184544,649008,0,6,0,44,52,184544,0.703979,18,1.77996,1.77996,65732
driverlog - p14.pddl,driverlog,add,37,37,2230,260,17667,17667,37910,0,0,0,1,0,17667,0.539154,15,0.239812,0.246514,57356
driverlog - p14.pddl,driverlog,cg,31,31,35716,1478,217950,217950,498598,0,6,0,60,68,217950,0.415707,19,1.60997,1.61813,72060
driverlog - p15.pddl,driverlog,add,41,41,403,3,5710,5710,7901,0,0,0,1,0,5710,0.697021,13,0.199986,0.213136,57448
driverlog - p15.pddl,driverlog,cg,38,38,51892,4102,380129,380129,906203,0,30,0,378,466,380129,0.725039,19,5.80992,5.8199,77616
driverlog - p16.pddl,driverlog,add,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
driverlog - p16.pddl,driverlog,cg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
driverlog - p17.pddl,driverlog,add,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
driverlog - p17.pddl,driverlog,cg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
driverlog - p18.pddl,driverlog,add,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
driverlog - p18.pddl,driverlog,cg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
driverlog - p19.pddl,driverlog,add,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
driverlog - p19.pddl,driverlog,cg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
driverlog - p20.pddl,driverlog,add,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
driverlog - p20.pddl,driverlog,cg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
blocks - probBLOCKS-10-0.pddl,blocks,add,38,38,865,100,2753,2753,4519,0,1,0,3,2,2753,0.672119,12,0.046373,0.046373,56388
blocks - probBLOCKS-10-0.pddl,blocks,cg,38,38,24640,4549,51266,51266,111519,0,24636,4549,51262,111512,51266,0.782257,16,0.429989,0.43614,58876
blocks - probBLOCKS-10-1.pddl,blocks,add,36,36,1537,227,4689,4689,8354,0,1,0,3,2,4689,0.572388,13,0.0571316,0.0571316,56540
blocks - probBLOCKS-10-1.pddl,blocks,cg,36,36,26445,4454,53155,53155,119076,0,12256,2188,24403,54082,53155,0.811081,16,0.458697,0.458697,58880
blocks - probBLOCKS-10-2.pddl,blocks,add,40,40,1730,140,5573,5573,9234,0,1,0,3,2,5573,0.680298,13,0.068922,0.068922,56540
blocks - probBLOCKS-10-2.pddl,blocks,cg,38,38,21878,4655,41166,41166,96368,0,8752,997,19232,38389,41166,0.628143,16,0.339992,0.339992,58608
blocks - probBLOCKS-11-0.pddl,blocks,add,38,38,338,0,1421,1421,1904,0,1,0,4,3,1421,0.693848,11,0.0199993,0.0199993,56388
blocks - probBLOCKS-11-0.pddl,blocks,cg,32,32,1226,94,2874,2874,5249,0,18,0,49,66,2874,0.70166,12,0.019979,0.0269506,57716
blocks - probBLOCKS-11-1.pddl,blocks,add,38,38,671,0,3106,3106,4218,0,1,0,5,4,3106,0.758301,12,0.0399822,0.0399822,56388
blocks - probBLOCKS-11-1.pddl,blocks,cg,36,36,106753,29547,187899,187899,480600,0,1,0,5,4,187899,0.716778,18,1.67969,1.67969,65412
blocks - probBLOCKS-11-2.pddl,blocks,add,38,38,939,0,3757,3757,5469,0,1,0,3,2,3757,0.917236,12,0.0499848,0.0499848,56520
blocks - probBLOCKS-11-2.pddl,blocks,cg,38,38,11914,2197,27033,27033,56382,0,178,5,356,628,27033,0.824982,15,0.26947,0.279976,58520
blocks - probBLOCKS-12-0.pddl,blocks,add,46,46,3869,197,17310,17310,25868,0,1,0,4,3,17310,0.528259,15,0.289985,0.289985,57204
blocks - probBLOCKS-12-0.pddl,blocks,cg,42,42,327354,39788,769495,769495,1600187,0,207059,32843,477693,1012627,769495,0.733848,20,7.39907,7.39907,90720
blocks - probBLOCKS-12-1.pddl,blocks,add,48,48,15735,741,66486,66486,105960,0,1,0,3,2,66486,0.507248,17,0.989895,0.992774,59700
blocks - probBLOCKS-12-1.pddl,blocks,cg,42,42,329909,61499,725948,725948,1637195,0,1,0,3,2,725948,0.692318,20,6.83947,6.84588,89648
blocks - probBLOCKS-13-0.pddl,blocks,add,50,50,34991,4372,126424,126424,231276,0,1,0,4,3,126424,0.482269,18,2.18036,2.18638,63524
blocks - probBLOCKS-13-0.pddl,blocks,cg,46,46,1799850,214642,4216661,4216661,9296670,0,1,0,4,3,4216661,0.502665,23,45.2696,45.2795,279756
blocks - probBLOCKS-13-1.pddl,blocks,add,52,52,4461,1117,15223,15223,29049,0,1,0,3,2,15223,0.929138,14,0.270001,0.276354,57100
blocks - probBLOCKS-13-1.pddl,blocks,cg,50,50,170547,27460,414470,414470,887788,0,4,0,8,10,414470,0.790539,19,4.41996,4.42799,80600
blocks - probBLOCKS-14-0.pddl,blocks,add,54,54,13674,930,66998,66998,102910,0,1,0,4,3,66998,0.511154,17,1.33987,1.33987,60080
blocks - probBLOCKS-14-0.pddl,blocks,cg,46,46,230477,29035,576611,576611,1176674,0,21,0,51,73,576611,0.549899,20,6.87972,6.87972,96396
blocks - probBLOCKS-14-1.pddl,blocks,add,48,48,7936,382,40012,40012,60281,0,1,0,6,5,40012,0.610535,16,0.759984,0.764053,58360
blocks - probBLOCKS-14-1.pddl,blocks,cg,48,48,81159,13672,200988,200988,421401,0,1,0,6,5,200988,0.766708,18,2.55995,2.5672,77164
blocks - probBLOCKS-15-0.pddl,blocks,add,52,52,22650,2886,103665,103665,172969,0,1,0,6,5,103665,0.790901,17,2.22997,2.23566,61196
blocks - probBLOCKS-15-0.pddl,blocks,cg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
blocks - probBLOCKS-15-1.pddl,blocks,add,60,60,2247,3,13868,13868,18119,0,1,0,3,2,13868,0.846436,14,0.299883,0.304728,57092
blocks - probBLOCKS-15-1.pddl,blocks,cg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
blocks - probBLOCKS-16-1.pddl,blocks,add,64,64,10331,1154,42777,42777,70997,0,1,0,4,3,42777,0.652725,16,1.05995,1.06267,58860
blocks - probBLOCKS-16-1.pddl,blocks,cg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
blocks - probBLOCKS-16-2.pddl,blocks,add,64,64,39102,9561,157434,157434,300286,0,1,0,3,2,157434,0.600563,18,3.89696,3.89696,64992
blocks - probBLOCKS-16-2.pddl,blocks,cg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
blocks - probBLOCKS-17-0.pddl,blocks,add,62,62,9319,0,62129,62129,83896,0,1,0,6,5,62129,0.474007,17,1.63997,1.64757,60476
blocks - probBLOCKS-17-0.pddl,blocks,cg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
blocks - probBLOCKS-4-0.pddl,blocks,add,6,6,12,0,23,23,33,0,3,0,10,11,23,0.71875,5,0,0.0051364,56124
blocks - probBLOCKS-4-0.pddl,blocks,cg,6,6,15,1,25,25,41,0,3,0,10,11,25,0.78125,5,0,0,56264
blocks - probBLOCKS-4-1.pddl,blocks,add,10,10,14,0,21,21,32,0,1,0,2,1,21,0.65625,5,0,0,56124
blocks - probBLOCKS-4-1.pddl,blocks,cg,10,10,14,0,21,21,32,0,6,0,9,13,21,0.65625,5,0,0,56264
blocks - probBLOCKS-4-2.pddl,blocks,add,6,6,9,0,16,16,22,0,1,0,4,3,16,1,4,0,0,56124
blocks - probBLOCKS-4-2.pddl,blocks,cg,6,6,9,0,16,16,22,0,1,0,4,3,16,1,4,0,0,56264
blocks - probBLOCKS-5-0.pddl,blocks,add,12,12,40,0,82,82,124,0,1,0,3,2,82,0.640625,7,0,0,56124
blocks - probBLOCKS-5-0.pddl,blocks,cg,12,12,20,0,30,30,47,0,12,0,18,28,30,0.9375,5,0,0,56744
blocks - probBLOCKS-5-1.pddl,blocks,add,10,10,19,0,43,43,60,0,1,0,4,3,43,0.671875,6,0.0054731,0.0054731,56124
blocks - probBLOCKS-5-1.pddl,blocks,cg,10,10,32,1,55,55,88,0,13,0,23,34,55,0.859375,6,0,0,56748
blocks - probBLOCKS-5-2.pddl,blocks,add,16,16,49,0,117,117,170,0,1,0,2,1,117,0.914062,7,0,0,56124
blocks - probBLOCKS-5-2.pddl,blocks,cg,16,16,107,5,185,185,329,0,21,0,35,55,185,0.722656,8,0,0.0033019,56744
blocks - probBLOCKS-6-0.pddl,blocks,add,18,18,162,5,382,382,626,0,1,0,3,2,382,0.746094,9,0,0.0041326,56124
blocks - probBLOCKS-6-0.pddl,blocks,cg,16,16,280,18,495,495,920,0,109,3,184,328,495,0.966797,9,0.007756,0.007756,58476
blocks - probBLOCKS-6-1.pddl,blocks,add,10,10,23,0,64,64,86,0,1,0,6,5,64,1,6,0,0,56124
blocks - probBLOCKS-6-1.pddl,blocks,cg,10,10,35,4,78,78,125,0,1,0,6,5,78,0.609375,7,0,0.0052463,58476
blocks - probBLOCKS-6-2.pddl,blocks,add,22,22,110,5,246,246,397,0,1,0,2,1,246,0.960938,8,0.0072681,0.0072681,56124
blocks - probBLOCKS-6-2.pddl,blocks,cg,22,22,147,3,306,306,508,0,3,0,4,5,306,0.597656,9,0,0,58476
blocks - probBLOCKS-7-0.pddl,blocks,add,22,22,47,0,111,111,158,0,1,0,2,1,111,0.867188,7,0,0,56256
blocks - probBLOCKS-7-0.pddl,blocks,cg,22,22,49,0,116,116,166,0,1,0,2,1,116,0.90625,7,0,0.0084263,64368
blocks - probBLOCKS-7-1.pddl,blocks,add,24,24,90,0,258,258,363,0,1,0,3,2,258,0.503906,9,0,0,56256
blocks - probBLOCKS-7-1.pddl,blocks,cg,24,24,186,14,430,430,717,0,21,0,34,55,430,0.839844,9,0,0.0030605,64368
blocks - probBLOCKS-7-2.pddl,blocks,add,24,24,67,0,208,208,278,0,1,0,3,2,208,0.8125,8,0,0,56256
blocks - probBLOCKS-7-2.pddl,blocks,cg,26,26,793,42,1403,1403,2714,0,594,31,1069,2052,1403,0.685059,11,0.0100077,0.0181151,64368
blocks - probBLOCKS-8-0.pddl,blocks,add,22,22,197,0,578,578,858,0,1,0,5,4,578,0.564453,10,0,0.004709,56260
blocks - probBLOCKS-8-0.pddl,blocks,cg,22,22,1046,137,2009,2009,3990,0,878,119,1718,3401,2009,0.490479,12,0.029963,0.0374918,83660
blocks - probBLOCKS-8-1.pddl,blocks,add,22,22,187,0,556,556,803,0,1,0,5,4,556,0.542969,10,0.0100001,0.0100001,56260
blocks - probBLOCKS-8-1.pddl,blocks,cg,20,20,573,37,1145,1145,2094,0,528,31,1075,1953,1145,0.559082,11,0.0100379,0.0199013,83660
blocks - probBLOCKS-8-2.pddl,blocks,add,20,20,116,0,350,350,498,0,1,0,6,5,350,0.683594,9,0.005628,0.005628,56260
blocks - probBLOCKS-8-2.pddl,blocks,cg,18,18,278,57,544,544,1079,0,1,0,6,5,544,0.53125,10,0.0099408,0.0197889,83660
blocks - probBLOCKS-9-0.pddl,blocks,add,30,30,829,13,3317,3317,4937,0,1,0,3,2,3317,0.809814,12,0.03001,0.03001,56400
blocks - probBLOCKS-9-0.pddl,blocks,cg,34,34,19790,1645,39700,39700,82871,0,10924,1017,22350,45839,39700,0.605774,16,0.329983,0.35575,144608
blocks - probBLOCKS-9-1.pddl,blocks,add,34,34,956,10,3334,3334,5067,0,1,0,2,1,3334,0.813965,12,0.0380789,0.0380789,56400
blocks - probBLOCKS-9-1.pddl,blocks,cg,38,38,17366,2101,34366,34366,73043,0,50,1,96,159,34366,0.524384,16,0.26967,0.296501,144596
blocks - probBLOCKS-9-2.pddl,blocks,add,26,26,270,8,890,890,1308,0,1,0,3,2,890,0.869141,10,0.016939,0.0199851,56268
blocks - probBLOCKS-9-2.pddl,blocks, ,30,30,993,84,2236,2236,4175,0,9,0,13,20,2236,0.545898,12,0.0197339,0.0400161,143144
